svm_mean,svm_std,d_svm_mean,d_svm_std
10.21358444,5.259287672,1.431417081,3.427955472
11.31862699,7.930479804,3.19060907,5.055700266
10.68039751,6.907235478,2.396769587,4.490735417
9.587900474,3.508867366,0.783723295,2.281086393
10.59130248,5.565389753,2.169954911,3.450520421
12.39384932,10.15400668,5.063112703,6.770595621
13.24118013,12.52042359,6.175015972,9.175379115
14.65602939,14.05213129,6.579309328,10.85340411
15.20772031,14.32193874,6.15934683,10.78065243
12.29125558,9.90540363,2.97124362,7.282282776
10.57173359,3.475055667,1.170505608,2.056571445
11.69865832,6.368675781,1.960224972,3.889957078
11.23864963,6.401200587,1.864517249,4.124974644
11.59219015,8.528398542,2.932706447,5.584081395
14.93806596,12.93232745,5.840620022,9.4578392
15.64621326,14.1369193,6.520972558,11.69703856
14.81423004,14.16874244,6.233633445,11.39663937
14.94410141,14.59273803,6.568207724,11.21172667
15.36163179,14.98787351,7.078874238,11.3449795
14.72581186,14.12962517,6.621783667,10.43569667
12.27812565,9.845774526,3.626580726,7.544366644
10.80462062,5.163763175,1.88086398,2.605478469
10.96621891,7.071742812,2.825389659,3.34383182
13.28838198,10.78412853,4.892416688,6.064785062
13.95828202,10.8920563,5.152633498,5.995267488
11.97945131,8.619330411,3.912798528,4.036505737
12.90600017,10.33975897,4.746544441,5.988030083
13.50932912,11.17674968,4.956587226,6.561669091
12.36986133,10.04674871,4.222315532,5.282732613
11.72943043,8.716647842,3.440234764,4.643422005
10.55031013,5.424030797,1.685255908,3.204340285
11.18077453,6.664791501,2.273578331,3.773163597
11.24982565,6.767991239,2.400876959,3.72204846
10.53151464,4.783943682,1.364012331,2.594275843
11.44141134,7.383536021,2.632575276,4.089772193
11.25723607,7.431159146,2.984007821,3.925296096
11.06313989,6.474287115,2.784821926,3.112794849
11.36523805,8.000749475,3.399038933,4.066399521
12.04266141,9.440890049,4.2779098,5.093010074
12.90446766,9.677750171,4.275201039,5.071567943
12.84389412,9.464926612,4.043820696,4.690923353
12.40916666,9.723216664,4.050192842,4.893271403
12.10340121,9.785216195,4.193298165,5.517891097
12.41876422,10.18887909,4.586706817,5.735873946
13.35942038,11.50366824,5.086219369,6.349570182
13.16445613,10.79938883,4.477597423,5.880787028
11.89631086,8.82571836,3.566369308,4.25404895
11.28262218,8.064665022,3.398495118,3.772413424
11.34086874,7.270444353,3.261559809,3.798880586
11.61855295,7.306465363,3.19384843,3.898177001
11.67643173,8.557424927,3.475041065,4.506312547
12.36413454,10.04275267,4.298125361,5.928191015
11.97384328,8.862093555,3.361925818,5.380445553
10.6697962,5.247218392,2.07170825,2.487244456
11.0352636,6.58105561,2.639879574,3.170654321
10.86227415,6.689530559,2.624439534,3.646512192
