svm_mean,svm_std,d_svm_mean,d_svm_std
9.643137719,1.001725095,0.208277795,0.267036491
9.896862474,2.061886462,0.558147632,0.763785789
9.962433193,3.81316892,1.048278662,1.306913701
10.86914204,4.121870427,1.0696616,1.250482962
11.1729545,3.297067722,0.813974011,0.89345804
10.68706433,3.871177701,0.928376756,1.008525125
10.65148963,4.349688298,1.066143655,1.212417979
10.67364953,4.070665983,1.026381414,1.244007447
11.51214496,4.641855245,1.134555104,1.232210227
12.26601323,4.651702284,1.184174811,1.184556035
11.33103237,4.088499212,1.10008869,1.05173611
10.60972223,4.006304246,1.09405195,1.057469419
10.88052092,3.435208659,0.964705194,0.947317405
10.74452258,3.45370721,1.038141597,1.041701775
10.66289288,4.444996759,1.25668308,1.258702965
10.34845541,3.80966477,1.00972219,1.173046554
10.24057752,3.263593258,0.911798754,1.0788717
10.39260133,4.065353884,1.122455481,1.134759575
10.16495549,3.573450574,0.978654159,1.01691746
10.23385265,3.479642276,0.969589953,1.024959295
