svm_mean,svm_std,d_svm_mean,d_svm_std
12.97240847,9.520231923,2.078728033,5.168424481
12.14914896,8.157469518,1.611774776,4.026083929
12.6592511,9.28455948,2.300838611,6.118570748
12.42341206,9.300381429,2.267369382,6.116244886
10.65300694,4.513386199,0.836693364,1.565290464
10.83082581,4.561306394,1.016848968,1.649032487
10.89463291,5.502148015,1.118119541,2.662064494
14.55874724,10.85601764,3.083808472,6.174743067
13.86874187,10.01844458,2.72833923,5.768684675
10.28948946,3.400508001,0.801631085,2.838879386
13.91656033,10.66258725,3.042232065,7.956069218
13.68146712,10.52336818,2.847576996,7.5556372
9.676526944,1.310829461,0.414415552,0.820268538
12.58466622,8.990518006,1.593886408,4.334826266
15.77183261,12.19579981,2.796613109,5.653568557
14.12627763,11.19234137,2.176301651,5.732653576
14.44551137,12.26253765,2.862058884,8.297389261
16.44151169,12.70044,4.167827758,9.240868968
16.23825079,11.32690579,3.875869993,7.324084541
16.0050644,10.48036302,4.071945888,6.817853497
13.26376928,7.41465794,2.740610074,5.733240303
