svm_mean,svm_std,d_svm_mean,d_svm_std
15.30736673,8.318450506,4.763678413,5.257375509
12.40837745,6.668846585,2.768273403,2.8630671
11.28693096,5.079380029,2.002278477,2.291196481
11.15345846,4.019702378,1.664253841,1.773356392
10.43341022,2.901133116,1.078816925,1.609425647
9.654271429,1.213031539,0.472009598,0.399196742
9.812184706,1.444330984,0.60722409,0.583250001
9.851700172,1.593988618,0.621119389,0.642869015
9.762992324,1.426194122,0.610272698,0.581150658
9.725023931,1.4914124,0.593023174,0.579848083
9.745894408,1.348573548,0.550896903,0.556612503
9.825096773,1.888696601,0.644728501,0.579571645
9.832177931,2.158489883,0.778776643,0.70995861
9.599575778,1.634618229,0.664270335,0.664419325
9.692860809,1.353217882,0.549640191,0.476355478
9.731397387,1.504690845,0.595713058,0.515599883
9.805652634,2.459752747,0.800887314,1.010145987
10.06371968,3.215223305,1.056401792,1.102527784
9.970537281,3.087061659,0.957341945,0.777832849
9.99085927,3.079574977,0.848768892,0.693623949
10.10416979,3.208496143,0.880994284,0.746041018
9.95939564,2.497587289,0.748223167,0.720072836
9.777436516,1.506469459,0.47881639,0.538821805
9.598182847,1.089775085,0.307980108,0.269722567
9.674097663,1.38122343,0.418423856,0.409714616
9.80112584,2.189365288,0.611715916,0.531849908
9.886980949,2.200615646,0.631414112,0.558196642
9.865630473,1.719103013,0.67604938,0.775739869
9.719072583,2.043271897,0.678514591,0.740572346
9.650252048,1.921902644,0.524941154,0.42273447
9.763554915,2.220232311,0.496968816,0.435604353
9.760729553,2.30670607,0.542777053,0.537911703
9.695497187,1.878272723,0.604317845,0.563837647
9.868823559,2.063087141,0.662153448,0.519093082
9.75423577,1.726460319,0.701997547,0.624488199
9.683832464,1.38537444,0.728169392,0.76682285
9.785521054,1.899474812,0.694793194,0.768005386
9.78607276,1.939403496,0.576692855,0.59951109
9.762405393,1.571554237,0.642201088,0.610059806
9.777565318,2.181518851,0.833101459,0.713105256
9.774465489,2.472080468,0.822984227,0.812561811
