svm_mean,svm_std,d_svm_mean,d_svm_std
10.14105698,1.584527043,0.597825196,0.7539086
10.21699268,1.934646141,0.673908994,0.732428844
10.35961232,2.299948053,0.69965122,0.542341404
10.31972914,2.698804732,0.864111433,0.730489059
10.41003,2.905119437,0.932072345,0.772255247
10.43973522,2.906229896,0.886418308,0.679843088
10.15795145,2.829780071,0.855807859,0.755208382
10.26375742,2.83567732,0.824550717,0.760521555
10.39860601,2.875397351,0.820857109,0.740775607
10.19435064,2.802260879,0.791753333,0.752110752
10.40159085,2.495706618,0.772715508,0.736080488
10.58134939,2.423836151,0.771386947,0.696443058
10.26347256,2.469298778,0.760391888,0.667678274
10.2250258,2.757655144,0.905685321,0.86058224
10.33792497,2.735363507,0.884846133,0.868650291
10.18509354,2.262559441,0.705388864,0.655292081
10.23876462,2.417410424,0.822126563,0.790646776
10.54324348,2.632584617,0.96862957,0.899036234
10.51738968,2.631082181,0.851528972,0.805054304
10.200353,2.683876349,0.862107252,0.854482389
10.33687122,2.809323765,0.925535739,0.877483412
10.36412075,2.598864898,0.732952042,0.740566973
10.16141306,2.401321077,0.672490512,0.675755159
10.22745697,2.22130242,0.751498753,0.73781688
10.28735935,2.238015252,0.717408751,0.727404879
10.32787259,2.597221786,0.736886061,0.722568961
