svm_mean,svm_std,d_svm_mean,d_svm_std
15.41942656,10.65315007,4.36171074,9.65729299
16.87426455,12.44863605,4.753680915,9.440926421
17.5692026,11.92171056,4.422052576,7.754965658
17.55485478,10.9303781,4.294381458,6.586809861
15.79733147,10.55720269,4.026823276,7.060155314
15.63614049,11.64782331,3.923224077,9.576266933
18.71460336,13.66450131,5.499037132,10.85016046
17.92327653,11.88319536,4.837745413,8.123988836
17.28334882,11.19028941,4.299636815,6.490706528
14.50807175,10.13507966,3.198298769,5.366605247
12.44792151,7.218981453,2.540738046,5.364029336
14.68657772,8.864826255,3.430607574,6.922043844
14.54226469,9.733221578,3.020627714,7.167187662
15.46349792,10.74592746,3.602879808,7.496375271
16.17800361,9.906261999,3.713351814,6.215848366
16.1862384,9.848988645,3.829079288,7.029936199
16.7323387,11.3070041,4.541803171,8.259222633
13.39133586,8.922709797,2.564634959,6.055778785
11.91633404,6.059291572,1.830778766,4.690460733
13.26389818,8.002120429,2.946123392,7.13194171
13.92246467,9.201415932,3.405468895,7.241958811
12.60798163,7.852436364,2.557600132,4.956426981
13.52050768,8.133278515,2.158948384,4.328107218
15.18545242,9.040177953,2.840141964,5.05627422
13.82885376,7.163990233,2.460627847,3.765653313
12.77638577,7.841118046,2.291847425,5.393319384
12.84219974,8.237790116,2.37127959,6.170655064
15.69436988,10.16489774,3.608881325,6.991660155
19.29957506,12.83422604,5.826762564,8.752744017
20.47306825,12.75804361,6.226814008,8.847997226
16.3981908,10.6988894,4.109969892,7.372862849
12.25455111,6.812715209,1.904233153,4.28160214
13.67590935,6.86224401,2.167412652,3.772853196
