svm_mean,svm_std,d_svm_mean,d_svm_std
9.837629684,0.491242406,0.257870744,0.29983824
9.813108478,0.569560811,0.331320394,0.289979478
9.684277955,0.337412275,0.188854304,0.193319179
9.675296829,0.2446596,0.152923257,0.223626247
9.669918912,0.215879564,0.125510886,0.197549316
9.67795235,0.107362964,0.071376052,0.088575665
9.978686573,1.210801285,0.221066615,0.393594136
10.85708209,2.461651529,0.614660922,0.596879608
11.36348481,2.875772732,0.980784262,0.738101238
12.41921343,2.659992657,1.069392827,0.84924217
12.2138147,2.785704761,1.380282396,1.442580027
10.52505433,2.683535902,1.328900617,1.422642068
10.44167699,2.264261064,0.864766017,0.756390465
11.0882543,1.921140774,0.875597417,0.758814641
11.14729212,1.931481751,0.920963103,0.739082935
10.91467936,1.963385555,0.846442315,0.704052005
11.01787735,2.409747146,0.941432584,1.556355227
11.17422213,2.59821724,0.966660822,1.611893316
10.76767586,2.392745953,0.755428502,0.759654061
10.14814369,2.55639173,0.733030542,0.760683623
9.99483955,2.616924583,0.721512937,0.783126636
10.26452997,2.511008446,0.787837689,0.957998276
10.25313358,2.602835144,0.809598956,0.924721945
10.04994806,2.804445711,0.897184984,0.940911004
10.39359554,2.434319063,0.88006833,1.003226504
10.71065321,2.726266206,0.76762149,0.751059125
