svm_mean,svm_std,d_svm_mean,d_svm_std
14.27622801,10.69379398,3.336419625,7.184983217
13.81320126,10.38070871,3.202793619,7.32998144
14.28204472,10.63414855,3.35838582,7.183425316
14.23312059,9.149926704,3.553985161,6.451753233
14.41845064,8.326155004,3.436177364,5.712711702
12.84413174,6.636177242,2.264210504,3.285385508
16.31696608,11.38460116,3.295767042,5.693515864
16.40778711,11.64731013,3.647353656,5.976568361
12.02431104,6.772939522,2.372367973,4.2466771
11.52410239,5.21206354,1.956131877,3.476178176
13.65642559,9.176374612,3.58490856,7.505315721
17.12475421,12.24626946,5.537337938,9.728033075
15.17231045,10.68262261,3.842712964,7.316964822
12.93974605,8.124195494,2.371403604,4.714159873
12.49738133,7.371274909,2.094482584,4.639561863
11.05987961,4.032190365,1.116019564,1.899890464
14.23482187,10.00555255,4.056022891,8.42457488
13.74702555,9.877587452,3.803501802,8.333195199
11.42659862,6.478772795,1.591281413,4.682733674
12.58942727,7.496596855,2.33779939,5.327147137
12.6812664,7.316437966,2.058521257,3.987104354
11.43276563,6.162045762,1.364815937,3.013680476
11.83652184,7.021676979,2.172338615,5.093472904
12.38271732,7.169228244,2.344827757,5.096612533
10.64968173,3.12562713,1.034445496,1.35792869
11.90911912,7.114455881,1.878750822,4.508905324
13.4162374,9.178856575,3.090148576,7.12384777
12.68496275,8.130217792,2.692300132,6.709085875
14.63456386,9.792984057,2.561651537,5.025938968
15.17818996,10.37153324,2.743757692,4.15463121
13.32753302,9.162163148,2.636412466,4.362546443
11.71773244,6.870171024,1.643065393,4.011892108
12.37358584,6.802658444,2.198159613,5.554583391
14.94836705,8.033300125,2.812811051,5.504851335
14.29379275,7.70010066,2.25428021,4.029595951
